EmpID,Title,ManagerKey,BusinessUnit,Department,Division,JobFunction,EmployeeType,Classification,PayZone,State,Gender,Ethnicity,AgeBand,AgeBandSort,TenureBand,TenureBandSort,TenureYears,Performance,Rating,StartDate,ExitDate,Status,SourceStatus,StatusCheck,LeaverReason,LeaverGroup,EarlyLeaver
1687,Area Sales Manager,M1254,EW,IT/IS,Engineers,Drafter,Part-Time,Full-Time,Zone C,MA,Male,White,55+,4,Under 1 year,0,0.695,Fully Meets,3,2022-11-25,,Employed,Active,Agrees with dates,,,No
1688,Area Sales Manager,M1255,MSC,IT/IS,Shop (Fleet),Mechanic,Full-Time,Full-Time,Zone A,OR,Male,Other,55+,4,3-5 years,3,3.307,Fully Meets,3,2020-03-30,2023-07-21,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1689,Senior BI Developer,M1256,MSC,Admin Offices,Field Operations,Technician,Part-Time,Temporary,Zone C,MA,Male,Other,35-44,2,1-2 years,1,1.719,Fully Meets,3,2021-01-02,2022-09-22,Left,Active,Contradicts dates,Retirement,Retirement,No
1690,Senior BI Developer,M1257,NEL,Admin Offices,Yard (Material Handling),Administrative,Contract,Temporary,Zone A,MA,Male,Black,55+,4,Under 1 year,0,0.411,Fully Meets,3,2019-02-26,2019-07-26,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
1691,Senior BI Developer,M1258,PL,IT/IS,Project Management - Con,Technician,Contract,Part-Time,Zone A,MA,Male,Black,55+,4,3-5 years,3,3.833,Fully Meets,3,2019-10-06,,Employed,Active,Agrees with dates,,,No
1692,Sales Manager,M1259,PYZ,IT/IS,Engineers,Engineer,Part-Time,Part-Time,Zone C,MA,Female,Other,55+,4,2-3 years,2,2.278,Fully Meets,3,2020-04-19,2022-07-30,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1693,Sales Manager,M1260,SVG,IT/IS,Field Operations,Tower Hand,Contract,Part-Time,Zone C,MA,Female,Other,35-44,2,Under 1 year,0,0.616,Fully Meets,3,2022-12-24,,Employed,Active,Agrees with dates,,,No
1694,CIO,M1261,TNS,IT/IS,Aerial,Foreman,Part-Time,Temporary,Zone A,MA,Male,Asian,55+,4,Under 1 year,0,0.137,Fully Meets,3,2021-04-09,2021-05-29,Left,Terminated for Cause,Agrees with dates,Resignation,Voluntary,Yes
1695,BI Director,M1262,SVG,IT/IS,Isp,Specialist,Contract,Full-Time,Zone C,MA,Female,Other,35-44,2,3-5 years,3,4.282,Fully Meets,3,2018-09-04,2022-12-16,Left,Terminated for Cause,Agrees with dates,Voluntary,Voluntary,No
1696,BI Developer,M1263,NEL,IT/IS,General - Eng,Coordinator,Full-Time,Temporary,Zone C,MA,Male,Hispanic,55+,4,1-2 years,1,1.744,Fully Meets,3,2021-11-07,,Employed,Active,Agrees with dates,,,No
1697,BI Developer,M1264,MSC,IT/IS,General - Con,Foreman,Full-Time,Part-Time,Zone B,MA,Male,Asian,35-44,2,Under 1 year,0,0.159,Fully Meets,3,2023-05-24,2023-07-21,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1698,Area Sales Manager,M1265,EW,IT/IS,Billable Consultants,Engineer,Full-Time,Part-Time,Zone A,MA,Male,White,25-34,1,Under 1 year,0,0.301,Fully Meets,3,2021-02-15,2021-06-05,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1699,Senior BI Developer,M1266,PL,Admin Offices,Executive,Manager,Contract,Part-Time,Zone C,MA,Male,Hispanic,25-34,1,Under 1 year,0,0.791,Fully Meets,3,2021-11-03,2022-08-19,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
1700,Senior BI Developer,M1267,BPC,IT/IS,Engineers,Engineer,Contract,Temporary,Zone C,MA,Male,Asian,55+,4,3-5 years,3,4.876,Fully Meets,3,2018-09-20,,Employed,Active,Agrees with dates,,,No
1701,Senior BI Developer,M1268,CCDR,IT/IS,Project Management - Con,Flagger,Contract,Full-Time,Zone A,MA,Male,Other,55+,4,3-5 years,3,3.461,Fully Meets,3,2019-07-23,2023-01-07,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1702,Sales Manager,M1269,SVG,IT/IS,Project Management - Con,Contracts,Contract,Part-Time,Zone A,MA,Female,Other,25-34,1,1-2 years,1,1.235,Fully Meets,3,2022-05-12,,Employed,Active,Agrees with dates,,,No
1703,Sales Manager,M1270,EW,Sales,Aerial,Lineman,Full-Time,Part-Time,Zone B,MA,Female,Other,45-54,3,3-5 years,3,4.841,Fully Meets,3,2018-10-03,,Employed,Active,Agrees with dates,,,No
1704,CIO,M1271,CCDR,IT/IS,Project Management - Con,Project Manager,Part-Time,Part-Time,Zone C,MA,Female,Hispanic,25-34,1,2-3 years,2,2.691,Fully Meets,3,2020-11-26,,Employed,Active,Agrees with dates,,,No
1705,BI Director,M1272,EW,IT/IS,Project Management - Con,Intern,Part-Time,Full-Time,Zone B,MA,Female,Hispanic,55+,4,3-5 years,3,4.838,Fully Meets,3,2018-10-04,,Employed,Active,Agrees with dates,,,No
1706,BI Developer,M1273,NEL,IT/IS,Aerial,Supervisor,Contract,Full-Time,Zone A,MA,Female,Hispanic,25-34,1,2-3 years,2,2.231,Fully Meets,3,2020-12-02,2023-02-25,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1707,BI Developer,M1274,PL,IT/IS,Wireline Construction,Clerk,Part-Time,Full-Time,Zone C,MA,Male,Asian,25-34,1,1-2 years,1,1.818,Fully Meets,3,2021-09-24,2023-07-20,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1708,BI Developer,M1275,PYZ,IT/IS,Splicing,Associate,Full-Time,Temporary,Zone A,MA,Male,Asian,25-34,1,Under 1 year,0,0.695,Fully Meets,3,2020-09-10,2021-05-22,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
1709,Area Sales Manager,M1276,SVG,IT/IS,General - Sga,Manager,Full-Time,Temporary,Zone C,OR,Male,Black,55+,4,Under 1 year,0,0.482,Fully Meets,3,2022-05-25,2022-11-17,Left,Active,Contradicts dates,Involuntary,Involuntary,Yes
1710,Senior BI Developer,M1277,PL,Admin Offices,Field Operations,Technician,Part-Time,Part-Time,Zone A,MA,Male,Black,45-54,3,Under 1 year,0,0.813,Fully Meets,3,2019-02-15,2019-12-09,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1711,Senior BI Developer,M1278,BPC,IT/IS,General - Con,Laborer,Full-Time,Temporary,Zone A,MA,Male,Other,35-44,2,3-5 years,3,4.345,Fully Meets,3,2018-09-28,2023-02-01,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1712,Senior BI Developer,M1279,CCDR,IT/IS,Engineers,Engineer,Full-Time,Temporary,Zone A,MA,Female,Black,45-54,3,3-5 years,3,4.649,Fully Meets,3,2018-12-12,,Employed,Active,Agrees with dates,,,No
1713,Sales Manager,M1280,SVG,IT/IS,General - Con,Flagger,Contract,Full-Time,Zone B,MA,Female,Asian,25-34,1,1-2 years,1,1.678,Fully Meets,3,2021-12-01,,Employed,Active,Agrees with dates,,,No
1714,Sales Manager,M1281,EW,Sales,Field Operations,Laborer,Full-Time,Temporary,Zone B,MA,Female,White,Under 25,0,1-2 years,1,1.563,Fully Meets,3,2022-01-12,,Employed,Active,Agrees with dates,,,No
1715,CIO,M1282,WBL,IT/IS,Aerial,Foreman,Full-Time,Part-Time,Zone B,MA,Female,White,55+,4,1-2 years,1,1.919,Fully Meets,3,2020-10-27,2022-09-28,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1716,BI Director,M1283,NEL,IT/IS,General - Con,Flagger,Contract,Part-Time,Zone C,MA,Female,Asian,55+,4,1-2 years,1,1.632,Fully Meets,3,2020-11-02,2022-06-21,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1717,BI Developer,M1284,BPC,IT/IS,General - Con,Model Assistant,Part-Time,Part-Time,Zone B,MA,Male,Asian,55+,4,1-2 years,1,1.848,Fully Meets,3,2021-04-24,2023-02-28,Left,Active,Contradicts dates,Retirement,Retirement,No
1718,BI Developer,M1285,CCDR,IT/IS,Field Operations,Driller,Full-Time,Temporary,Zone B,MA,Male,Other,Under 25,0,3-5 years,3,3.094,Fully Meets,3,2020-06-29,2023-08-03,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1719,BI Developer,M1286,SVG,IT/IS,Field Operations,Laborer,Contract,Temporary,Zone B,MA,Male,Hispanic,25-34,1,2-3 years,2,2.059,Fully Meets,3,2021-07-15,,Employed,Active,Agrees with dates,,,No
1720,Senior BI Developer,M1287,MSC,IT/IS,Field Operations,Laborer,Part-Time,Part-Time,Zone C,MA,Male,Other,55+,4,Under 1 year,0,0.129,Fully Meets,3,2023-06-20,,Employed,Active,Agrees with dates,,,No
1721,Senior BI Developer,M1288,NEL,IT/IS,Finance & Accounting,Assistant,Full-Time,Full-Time,Zone B,MA,Male,White,Under 25,0,3-5 years,3,3.135,Fully Meets,3,2019-09-22,2022-11-10,Left,Active,Contradicts dates,Retirement,Retirement,No
1722,Senior BI Developer,M686,PL,IT/IS,Wireless,Groundman,Full-Time,Full-Time,Zone B,MA,Female,Hispanic,55+,4,1-2 years,1,1.451,Fully Meets,3,2022-02-22,,Employed,Active,Agrees with dates,,,No
1723,Sales Manager,M1289,PYZ,Sales,General - Eng,Coordinator,Full-Time,Full-Time,Zone B,MA,Female,Black,45-54,3,1-2 years,1,1.985,Fully Meets,3,2020-07-01,2022-06-26,Left,Active,Contradicts dates,Retirement,Retirement,No
1724,CIO,M1290,TNS,IT/IS,Yard (Material Handling),Coordinator,Part-Time,Part-Time,Zone C,MA,Female,Other,55+,4,Under 1 year,0,0.58,Fully Meets,3,2021-05-13,2021-12-11,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1725,BI Developer,M1291,PL,IT/IS,Field Operations,Technician,Contract,Part-Time,Zone A,MA,Male,Black,55+,4,2-3 years,2,2.185,Fully Meets,3,2021-05-30,,Employed,Active,Agrees with dates,,,No
1726,BI Developer,M1292,NEL,IT/IS,Wireline Construction,Clerk,Contract,Full-Time,Zone B,MA,Male,Asian,35-44,2,3-5 years,3,4.09,Fully Meets,3,2019-07-04,,Employed,Active,Agrees with dates,,,No
1727,BI Developer,M1293,MSC,IT/IS,General - Con,Foreman,Full-Time,Full-Time,Zone B,MA,Male,Hispanic,25-34,1,3-5 years,3,3.001,Fully Meets,3,2019-05-31,2022-05-31,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1728,Production Technician I,M1294,WBL,Production,General - Con,Foreman,Full-Time,Temporary,Zone C,MA,Male,White,45-54,3,3-5 years,3,3.398,Fully Meets,3,2020-03-13,,Employed,Active,Agrees with dates,,,No
1729,Production Technician I,M1295,EW,Production,General - Con,Foreman,Contract,Part-Time,Zone A,MA,Female,Other,55+,4,Under 1 year,0,0.966,Fully Meets,3,2020-01-06,2020-12-24,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,Yes
1730,Production Technician I,M1296,EW,Production,General - Eng,Technician,Full-Time,Part-Time,Zone B,MA,Female,White,45-54,3,Under 1 year,0,0.268,Fully Meets,3,2023-04-30,,Employed,Active,Agrees with dates,,,No
1731,Production Technician II,M1297,WBL,Production,Engineers,Engineer,Contract,Temporary,Zone B,MA,Male,Black,55+,4,Under 1 year,0,0.58,Fully Meets,3,2021-07-11,2022-02-08,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1732,Production Technician II,M1298,WBL,Production,Fielders,Engineer,Contract,Temporary,Zone B,MA,Female,Hispanic,55+,4,Under 1 year,0,0.449,Fully Meets,3,2021-07-02,2021-12-13,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,Yes
1733,Production Technician I,M1299,EW,Production,Field Operations,Laborer,Full-Time,Temporary,Zone A,MA,Female,Black,55+,4,1-2 years,1,1.114,Fully Meets,3,2019-10-23,2020-12-03,Left,Active,Contradicts dates,Resignation,Voluntary,No
1734,Production Technician I,M1300,NEL,Production,Field Operations,Driver,Contract,Full-Time,Zone C,MA,Male,White,55+,4,3-5 years,3,4.545,Fully Meets,3,2019-01-19,,Employed,Active,Agrees with dates,,,No
1735,Production Technician I,M1301,NEL,Production,Shop (Fleet),Mechanic,Full-Time,Full-Time,Zone A,MA,Female,White,55+,4,2-3 years,2,2.015,Fully Meets,3,2021-01-08,2023-01-14,Left,Voluntarily Terminated,Agrees with dates,Resignation,Voluntary,No
1736,Production Technician I,M1302,TNS,Production,Field Operations,Technician,Contract,Part-Time,Zone A,MA,Male,Other,55+,4,3-5 years,3,3.439,Fully Meets,3,2019-01-29,2022-07-08,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1737,Production Technician I,M1303,TNS,Production,General - Eng,Engineer,Contract,Full-Time,Zone C,MA,Female,Hispanic,35-44,2,3-5 years,3,4.775,Fully Meets,3,2018-10-27,,Employed,Active,Agrees with dates,,,No
1738,Production Technician II,M1304,CCDR,Production,General - Eng,Coordinator,Contract,Part-Time,Zone A,MA,Male,White,35-44,2,Under 1 year,0,0.099,Fully Meets,3,2023-05-30,2023-07-05,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,Yes
1739,Production Technician II,M1305,CCDR,Production,Aerial,Laborer,Contract,Full-Time,Zone B,MA,Female,Hispanic,35-44,2,3-5 years,3,3.795,Fully Meets,3,2019-07-15,2023-05-01,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1740,Production Technician I,M1306,NEL,Production,General - Con,Laborer,Contract,Part-Time,Zone B,MA,Female,Other,55+,4,1-2 years,1,1.377,Fully Meets,3,2020-03-17,2021-08-02,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1741,Production Technician I,M1307,MSC,Production,General - Eng,Drafter,Contract,Temporary,Zone A,MA,Female,Asian,35-44,2,Under 1 year,0,0.887,Fully Meets,3,2022-09-16,,Employed,Active,Agrees with dates,,,No
1742,Production Technician I,M1308,TNS,Production,Wireline Construction,Laborer,Part-Time,Part-Time,Zone B,MA,Female,Asian,45-54,3,2-3 years,2,2.585,Fully Meets,3,2021-01-04,,Employed,Active,Agrees with dates,,,No
1743,Production Technician I,M1309,SVG,Production,Splicing,Supervisor,Full-Time,Temporary,Zone C,MA,Male,Black,Under 25,0,3-5 years,3,4.682,Fully Meets,3,2018-11-30,,Employed,Active,Agrees with dates,,,No
1744,Production Technician I,M1310,PL,Production,Field Operations,Driller,Full-Time,Full-Time,Zone C,MA,Female,Hispanic,55+,4,1-2 years,1,1.035,Fully Meets,3,2022-07-24,,Employed,Active,Agrees with dates,,,No
1745,Production Technician II,M1311,EW,Production,Aerial,Foreman,Contract,Part-Time,Zone C,MA,Female,Other,25-34,1,1-2 years,1,1.498,Fully Meets,3,2022-02-05,,Employed,Active,Agrees with dates,,,No
1746,Production Technician I,M590,WBL,Production,General - Sga,Vp,Full-Time,Full-Time,Zone A,MA,Male,Hispanic,55+,4,1-2 years,1,1.708,Fully Meets,3,2020-04-23,2022-01-07,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1747,Production Technician II,M1312,PL,Production,Field Operations,Splicer,Full-Time,Temporary,Zone A,MA,Female,White,25-34,1,Under 1 year,0,0.047,Fully Meets,3,2023-06-23,2023-07-10,Left,Leave of Absence,Contradicts dates,Resignation,Voluntary,Yes
1748,Production Technician I,M1313,PYZ,Production,Underground,Laborer,Part-Time,Temporary,Zone A,MA,Female,White,45-54,3,Under 1 year,0,0.474,Fully Meets,3,2022-01-13,2022-07-05,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1749,Production Technician I,M1314,PYZ,Production,Field Operations,Project Manager,Contract,Temporary,Zone B,MA,Female,Hispanic,55+,4,2-3 years,2,2.691,Fully Meets,3,2020-11-26,,Employed,Active,Agrees with dates,,,No
1750,Production Technician I,M1315,WBL,Production,Field Operations,Tower Hand,Full-Time,Full-Time,Zone C,MA,Female,Other,45-54,3,3-5 years,3,4.663,Fully Meets,3,2018-12-07,,Employed,Active,Agrees with dates,,,No
1751,Production Technician I,M1316,NEL,Production,General - Con,Lineman,Contract,Temporary,Zone C,MA,Female,Hispanic,Under 25,0,Under 1 year,0,0.298,Fully Meets,3,2023-04-19,,Employed,Active,Agrees with dates,,,No
1752,Production Technician I,M1317,PL,Production,General - Con,Mechanic,Part-Time,Temporary,Zone B,MA,Male,White,35-44,2,Under 1 year,0,0.093,Fully Meets,3,2022-03-05,2022-04-08,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1753,Production Technician I,M1318,BPC,Production,Field Operations,Assistant,Contract,Full-Time,Zone C,MA,Male,Black,55+,4,Under 1 year,0,0.318,Fully Meets,3,2019-06-20,2019-10-14,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1754,Production Technician I,M1319,CCDR,Production,Project Management - Con,Manager,Part-Time,Temporary,Zone C,MA,Male,Asian,25-34,1,Under 1 year,0,0.895,Fully Meets,3,2022-09-13,,Employed,Active,Agrees with dates,,,No
1755,Production Technician I,M1320,SVG,Production,General - Con,Foreman,Part-Time,Full-Time,Zone B,MA,Male,Other,25-34,1,3-5 years,3,4.591,Fully Meets,3,2019-01-02,,Employed,Active,Agrees with dates,,,No
1756,Production Technician I,M1321,EW,Production,Splicing,Operator,Part-Time,Part-Time,Zone A,MA,Male,Black,55+,4,1-2 years,1,1.166,Fully Meets,3,2022-06-06,,Employed,Active,Agrees with dates,,,No
1757,Production Technician I,M1322,MSC,Production,Finance & Accounting,Director,Full-Time,Temporary,Zone A,MA,Female,White,35-44,2,3-5 years,3,3.573,Fully Meets,3,2020-01-09,,Employed,Active,Agrees with dates,,,No
1758,Production Technician I,M1323,TNS,Production,Splicing,Administrator,Part-Time,Part-Time,Zone B,MA,Male,White,55+,4,3-5 years,3,4.589,Fully Meets,3,2019-01-03,,Employed,Active,Agrees with dates,,,No
1759,Production Technician I,M1324,PYZ,Production,General - Con,Coordinator,Contract,Part-Time,Zone B,MA,Male,White,55+,4,1-2 years,1,1.747,Fully Meets,3,2021-01-23,2022-10-23,Left,Active,Contradicts dates,Retirement,Retirement,No
1760,Production Technician I,M1325,WBL,Production,General - Con,Foreman,Part-Time,Part-Time,Zone C,MA,Male,Hispanic,25-34,1,Under 1 year,0,0.235,Fully Meets,3,2020-02-08,2020-05-04,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
1761,Production Technician I,M1326,NEL,Production,Field Operations,Technician,Contract,Temporary,Zone C,MA,Female,Other,55+,4,Under 1 year,0,0.758,Fully Meets,3,2021-10-29,2022-08-02,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,Yes
1762,Production Technician I,M1327,PL,Production,Wireless,Foreman,Contract,Part-Time,Zone B,MA,Female,White,Under 25,0,Under 1 year,0,0.022,Fully Meets,3,2023-07-04,2023-07-12,Left,Voluntarily Terminated,Agrees with dates,Voluntary,Voluntary,Yes
1763,Production Technician I,M1328,BPC,Production,Engineers,Model Assistant,Part-Time,Full-Time,Zone B,MA,Female,Asian,55+,4,Under 1 year,0,0.334,Fully Meets,3,2023-04-06,,Employed,Active,Agrees with dates,,,No
1764,Production Technician I,M1329,CCDR,Production,Engineers,Engineer,Full-Time,Temporary,Zone A,MA,Female,Black,55+,4,Under 1 year,0,0.55,Fully Meets,3,2023-01-17,,Employed,Active,Agrees with dates,,,No
1765,Production Technician II,M1330,BPC,Production,Project Management - Con,Field Project Manager,Contract,Part-Time,Zone C,MA,Female,Asian,25-34,1,3-5 years,3,3.803,Fully Meets,3,2019-10-17,,Employed,Active,Agrees with dates,,,No
1766,Production Technician I,M1331,PYZ,Production,Field Operations,Laborer,Contract,Temporary,Zone B,MA,Female,Asian,55+,4,1-2 years,1,1.859,Fully Meets,3,2019-06-22,2021-05-01,Left,Active,Contradicts dates,Resignation,Voluntary,No
1767,Production Technician I,M1332,WBL,Production,General - Con,Supervisor,Contract,Full-Time,Zone A,MA,Female,White,25-34,1,Under 1 year,0,0.219,Fully Meets,3,2023-02-10,2023-05-01,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1768,Production Technician I,M1333,NEL,Production,Aerial,Lineman,Contract,Temporary,Zone C,MA,Female,Black,45-54,3,Under 1 year,0,0.55,Fully Meets,3,2022-10-13,2023-05-02,Left,Active,Contradicts dates,Voluntary,Voluntary,Yes
1769,Production Technician I,M1334,PL,Production,Engineers,Technician,Contract,Temporary,Zone B,MA,Male,Hispanic,45-54,3,Under 1 year,0,0.14,Fully Meets,3,2023-03-07,2023-04-27,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1770,Production Technician I,M1335,BPC,Production,General - Sga,Director,Part-Time,Full-Time,Zone A,MA,Male,Hispanic,45-54,3,3-5 years,3,4.898,Fully Meets,3,2018-09-12,,Employed,Active,Agrees with dates,,,No
1771,Production Technician I,M1336,CCDR,Production,Shop (Fleet),Mechanic,Part-Time,Part-Time,Zone C,MA,Male,Hispanic,55+,4,3-5 years,3,3.107,Fully Meets,3,2020-06-27,,Employed,Active,Agrees with dates,,,No
1772,Production Technician I,M1337,SVG,Production,General - Con,Laborer,Contract,Part-Time,Zone A,MA,Male,Asian,55+,4,3-5 years,3,3.086,Fully Meets,3,2018-12-28,2022-01-28,Left,Active,Contradicts dates,Resignation,Voluntary,No
1773,Production Technician I,M1338,EW,Production,General - Eng,Administrative,Part-Time,Temporary,Zone B,MA,Male,Black,55+,4,2-3 years,2,2.127,Fully Meets,3,2021-01-20,2023-03-08,Left,Active,Contradicts dates,Retirement,Retirement,No
1774,Production Technician I,M1339,MSC,Production,Field Operations,Technician,Full-Time,Part-Time,Zone B,MA,Female,Asian,25-34,1,3-5 years,3,3.398,Fully Meets,3,2019-09-14,2023-02-06,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1775,Production Technician I,M1340,TNS,Production,Engineers,Engineer,Contract,Full-Time,Zone A,MA,Male,Black,25-34,1,1-2 years,1,1.183,Fully Meets,3,2018-10-06,2019-12-12,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1776,Production Technician I,M1341,PYZ,Production,Project Management - Con,Engineer,Full-Time,Temporary,Zone C,MA,Male,Asian,55+,4,1-2 years,1,1.246,Fully Meets,3,2021-08-03,2022-11-01,Left,Active,Contradicts dates,Retirement,Retirement,No
1777,Production Technician I,M1342,WBL,Production,Splicing,Splicer,Full-Time,Temporary,Zone B,MA,Female,Hispanic,55+,4,1-2 years,1,1.892,Fully Meets,3,2019-07-05,2021-05-26,Left,Active,Contradicts dates,Involuntary,Involuntary,No
1778,Production Technician I,M1343,NEL,Production,General - Con,Foreman,Full-Time,Full-Time,Zone B,MA,Female,Other,55+,4,3-5 years,3,4.282,Fully Meets,3,2019-04-25,,Employed,Active,Agrees with dates,,,No
1779,Production Technician I,M1344,PL,Production,Project Management - Con,Director,Full-Time,Temporary,Zone A,MA,Female,Other,55+,4,Under 1 year,0,0.06,Fully Meets,3,2023-07-15,,Employed,Active,Agrees with dates,,,No
1780,Production Technician I,M1345,BPC,Production,Field Operations,Engineer,Contract,Temporary,Zone C,MA,Female,Hispanic,25-34,1,Under 1 year,0,0.172,Fully Meets,3,2022-12-10,2023-02-11,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1781,Production Technician I,M1346,CCDR,Production,General - Sga,Supervisor,Contract,Part-Time,Zone A,MA,Female,White,35-44,2,3-5 years,3,4.263,Fully Meets,3,2019-05-02,,Employed,Active,Agrees with dates,,,No
1782,Production Technician II,M1347,NEL,Production,Field Operations,Groundman,Contract,Temporary,Zone A,MA,Female,Other,55+,4,3-5 years,3,4.465,Fully Meets,3,2019-01-13,2023-07-02,Left,Voluntarily Terminated,Agrees with dates,Retirement,Retirement,No
1783,Production Technician I,M1348,PYZ,Production,General - Con,Laborer,Part-Time,Part-Time,Zone C,MA,Female,White,35-44,2,2-3 years,2,2.157,Fully Meets,3,2021-06-09,,Employed,Active,Agrees with dates,,,No
1784,Production Technician I,M1349,WBL,Production,General - Con,Technician,Part-Time,Temporary,Zone A,MA,Female,Other,45-54,3,Under 1 year,0,0.0,Fully Meets,3,2023-08-02,2023-08-02,Left,Active,Contradicts dates,Retirement,Retirement,Yes
1785,Production Technician I,M1350,NEL,Production,Technology / It,Director,Full-Time,Full-Time,Zone C,MA,Female,White,55+,4,Under 1 year,0,0.137,Fully Meets,3,2023-06-17,,Employed,Active,Agrees with dates,,,No
1786,Production Technician I,M1351,PL,Production,Field Operations,Laborer,Full-Time,Temporary,Zone A,MA,Male,Hispanic,35-44,2,Under 1 year,0,0.205,Fully Meets,3,2022-03-31,2022-06-14,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1787,Production Technician I,M1352,BPC,Production,Engineers,Engineer,Contract,Temporary,Zone B,MA,Male,Hispanic,55+,4,1-2 years,1,1.361,Fully Meets,3,2019-04-06,2020-08-15,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1788,Production Technician I,M1353,CCDR,Production,Field Operations,Engineer,Contract,Full-Time,Zone C,MA,Male,Other,45-54,3,3-5 years,3,3.069,Fully Meets,3,2020-07-11,,Employed,Active,Agrees with dates,,,No
1789,Production Technician I,M1354,SVG,Production,Engineers,Engineer,Contract,Part-Time,Zone C,MA,Male,Other,55+,4,Under 1 year,0,0.29,Fully Meets,3,2023-04-22,,Employed,Active,Agrees with dates,,,No
1790,Production Technician I,M1355,EW,Production,Aerial,Lineman,Part-Time,Part-Time,Zone B,MA,Female,Asian,55+,4,Under 1 year,0,0.348,Fully Meets,3,2022-12-02,2023-04-08,Left,Active,Contradicts dates,Resignation,Voluntary,Yes
1791,Production Technician I,M1356,MSC,Production,Wireline Construction,Clerk,Contract,Temporary,Zone A,MA,Female,Hispanic,35-44,2,2-3 years,2,2.138,Fully Meets,3,2021-03-06,2023-04-26,Left,Active,Contradicts dates,Resignation,Voluntary,No
1792,Production Technician I,M1357,TNS,Production,Project Management - Eng,Planner,Full-Time,Temporary,Zone C,MA,Male,Black,55+,4,3-5 years,3,4.211,Fully Meets,3,2019-05-21,,Employed,Active,Agrees with dates,,,No
1793,Production Technician I,M1358,BPC,Production,Executive,Director,Full-Time,Temporary,Zone B,MA,Female,Hispanic,55+,4,3-5 years,3,4.11,Fully Meets,3,2018-10-23,2022-12-02,Left,Active,Contradicts dates,Resignation,Voluntary,No
1794,Production Technician I,M1359,CCDR,Production,General - Sga,Administrator,Contract,Temporary,Zone A,MA,Female,White,55+,4,2-3 years,2,2.196,Fully Meets,3,2021-05-26,,Employed,Active,Agrees with dates,,,No
1795,Production Technician I,M1360,EW,Production,Yard (Material Handling),Manager,Full-Time,Part-Time,Zone B,MA,Female,Asian,55+,4,Under 1 year,0,0.52,Fully Meets,3,2019-12-01,2020-06-08,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,Yes
1796,Production Technician I,M1361,MSC,Production,Wireless,Driver,Contract,Full-Time,Zone A,MA,Female,Hispanic,45-54,3,1-2 years,1,1.517,Fully Meets,3,2021-06-07,2022-12-13,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,No
1797,Production Technician I,M1362,NEL,Production,General - Con,Laborer,Full-Time,Full-Time,Zone A,MA,Female,Hispanic,35-44,2,2-3 years,2,2.073,Fully Meets,3,2020-10-13,2022-11-09,Left,Active,Contradicts dates,Voluntary,Voluntary,No
1798,Production Technician II,M1363,PL,Production,Splicing,Splicer,Part-Time,Full-Time,Zone A,MA,Female,Black,35-44,2,Under 1 year,0,0.767,Fully Meets,3,2022-10-30,,Employed,Active,Agrees with dates,,,No
1799,Production Technician II,M1364,BPC,Production,Field Operations,Technician,Part-Time,Temporary,Zone C,MA,Male,Black,25-34,1,Under 1 year,0,0.734,Fully Meets,3,2022-09-04,2023-05-30,Left,Voluntarily Terminated,Agrees with dates,Involuntary,Involuntary,Yes
